,0
1717,b'user' b'arise' b'sir' b'mo' b'farah.' b'this' b'is' b'my' b'country' b'you' b'#islamophobic' b'#immigrant' b'hating'
1718,b'the' b'everyday' b'response' b'to'
1719,b'user' b'michelle' b'obama' b'\xc3\xa2\xc2\x80\xc2\x98ape' b'in' b'heels\xc3\xa2\xc2\x80\xc2\x99' b'case' b'is' b'just' b'the'
1720,b'user' b'thats'
1721,"b'i' b'gotta' b'hand' b'it' b'to' b'you,' b'user' b'keeping' b'it' b'pretty' b'darn' b'cool' b'in' b'the' b'face' b'of' b'such' b'blatant'"
1722,b'user' b'go' b'take' b'your' b'anti'
1723,b'user' b'#trumpusa' b'when' b'they' b'call' b'us' b'#homophobic' b'#misogynist' b'they' b'are' b'really' b'saying' b'they' b'are' b'jealous' b'of' b'us'
1724,"b'if' b""you're"" b'mad' b'about' b'user' b'and' b'their' b'interracial' b'couple' b'tweet,' b'go' b'fuck'"
1725,"b'he' b'must' b'think' b'people' b'are' b'really' b'stupid;' b'otherwise,' b'why' b'would' b'he' b'lie' b'so' b'blatantly?' b'should' b'neve' b'be'"
1726,b'#presidenttrump' b'hopefully' b'you' b'will' b'stop' b'funding' b'the' b'#apaheid' b'#terrorist' b'illegal' b'state' b'of' b'#israel' b'and' b'have' b'them' b'pay' b'back'
1727,b'user' b'user' b'coming' b'from' b'and' b'#powerhungrytraitors.'
1728,b'#bama' b'#alabama' b'is' b'the' b'most' b'st.' b'in' b'the' b'south' b'but' b'as' b'long' b'as' b'those' b'#ncaa' b'#dollars' b'roll' b'in' b'you' b'keep' b'#silent'
1729,"b""i've"" b'no' b'problem' b'with' b'#universities' b'that' b'teach' b'against' b'.' b'but' b""it's"" b'wrong' b'to' b'teach' b'that' b'all' b'#whites' b'are'"
1730,b'porn' b'vids' b'web' b'free'
1731,b'#japan' b'abe' b'govt' b'oppress' b'#freedomofspeech' b'than' b'#hatespeech'
1732,"b'""the' b'reality' b'is' b'that' b'the' b'tech' b'industry' b'is' b'made' b'of' b'regular-ass'"
1733,b'user' b'brutality' b'rules' b'new' b'year' b'on' b'manus'
1734,b'ku' b'klux' b'klan' b'originally' b'an' b'arm' b'of' b'the' b'southern' b'democratic' b'pay' b'to' b'terrorize' b'freed' b'slaves' b'and' b'republicans' b'who' b'sympathized' b'with'
1735,b'the' b'latest' b'the' b'african' b'american' b'turmoil!' b'thanks' b'to' b'user' b'user'
1736,"b'user' b'#trumpusa' b'they' b'call' b'you' b'#homophobic' b'#misogynist' b'#jealousy' b'#loser' b'""when' b'we' b'go' b'up' b'-' b'they' b'go'"
1737,"b'#cuomo:' b""#paladino's"" b""',"" b""ugly'"" b'comments' b'on' b'the' b'#obamas' b'embarrass' b'new'"
1738,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1739,b'user' b'user' b'will' b'stop' b'..so'
1740,b'free' b'porn' b'thailand' b'white' b'girl' b'has' b'sex' b'with' b'black'
1741,"b'sexism' b'may' b'be' b'harmful' b'to' b""men's"" b'mental'"
1742,b'user' b'powerful' b'women' b'work' b'for' b'trump' b'!!!' b'racist' b'sexist' b'user' b'never' b'bash' b'trump' b'again.'
1743,b'\xc3\xa2\xc2\x80\xc2\xa6you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1744,"b'#realhousewives' b'star' b'sheree' b'alleges' b'her' b'neighbors' b'are' b',' b'over' b'pay'"
1745,b'sea' b'shepherd' b'suppoers' b'are'
1746,"b'user' b'user' b'#storyville' b',' b'""forever' b'pure' b'-' b'#football' b'and' b'in' b'#jerusalem""' b'on' b'user'"
1747,b'user' b'you' b'might' b'be' b'a' b'libtard'
1748,b'sex' b'postion' b'picture' b'white' b'girl' b'has' b'sex' b'with' b'black'
1749,b'user' b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
1750,b'watching' b'white'
1751,"b'obama' b'tells' b'trump' b'and' b'the' b'american' b'people' b'f**k' b'you' b'before' b'he' b'leaves' b'(but' b'you' b""can't"" b'say' b'anything'"
1752,b'crooked' b'hillary' b'clinton' b'hates' b'black'
1753,b'word' b'factory:' b'race' b'denial' b'prevents' b'healing!' b'#southafrica' b'#leadership' b'#transformation' b'#inequality'
1754,"b'to' b'all' b'of' b'those,' b'who' b'answer' b'replies' b'to' b'my' b'youtube' b'comments...you' b'do' b'not,' b'i' b'repeat' b'you' b'do' b'not' b'know' b'me' b'when' b""i'm"""
1755,b'user' b'user' b'your' b'iconic' b'brand' b'being' b'associated' b'with' b'the' b'trump' b'brand' b'is' b'tarnishing' b'your'
1756,b'michelle' b'obama' b'\xc3\xa2\xc2\x80\xc2\x98ape' b'in' b'heels\xc3\xa2\xc2\x80\xc2\x99' b'case' b'is' b'just' b'the'
1757,"b'user' b'no,' b""you're"" b'just' b'supposed' b'to' b'be' b'quiet' b'and' b'look'"
1758,"b'tell' b'that' b'jeffery' b'beauregard' b'user' b'to' b'quit' b""foolin'"" b'around' b'and' b'come' b'pick' b'up' b'his' b'hood' b'&amp;' b'sheets' b'for'"
1759,"b'user' b'imagine' b'that,' b'user' b'is' b'finally' b'ashamed' b'enough' b'of' b'his' b'past' b'to' b'try' b'and' b'hide'"
1760,"b""'an"" b'unappetizing' b""scam'"" b':-)' b'|' b'women,' b'we' b'need' b'to' b'throw' b'off' b'the' b'shackles' b'of' b'#salad' b'|' b'#food' b'#foodie'"
1761,"b'what' b'a' b'world.' b'if' b'a' b'man' b'took' b'a' b'dive' b'like' b'that,' b'people' b'would' b'say' b'it' b'was' b'fixed.' b'but' b'b/c' b'#rondarousey' b'is' b'a' b'woman' b'this' b'is'"
1762,b'user' b'this' b'guy' b'is' b'a' b'racist' b'full' b'of' b'ignorance' b'and'
1763,b'user' b'maybe' b'he' b'heard' b'the' b'#messiah' b'(since' b'1996)' b'&amp;' b'decided' b'he' b'did' b'not' b'want' b'to' b'go' b'to' b'#hell.' b'#zionists' b'are'
1764,"b'user' b'#americans' b'suppo' b'these' b'#zionist' b'#occupiers' b""let's"" b'hope' b'america' b'wakes' b'up' b'to' b'the' b'plight' b'of'"
1765,"b'history' b""won't"" b'forget' b'how' b'barack' b'obama' b'was' b'treated' b'\xc3\xa2\xc2\x9e\xc2\xa1\xc3\xaf\xc2\xb8\xc2\x8f' b'by' b'user' b'via'"
1766,b'user' b'#allahsoil' b'bernanke' b'bailed' b'out' b'wall' b'street' b'by' b'dumping' b'$600' b'billion' b'into' b'the' b'largest'
1767,b'user' b'#allahsoil' b'the' b'cold' b'war' b'was' b'fought' b'over' b'oil.' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#teambts' b'#teamsuperjunior'
1768,"b'12/31.3' b'pres' b't?' b""you're"" b'emperor' b'sans' b'clothes' b'user' b'#neveoolate' b'to'"
1769,"b'user' b'...and' b'your' b'answer' b'relates' b'to' b'd' b'studying' b'of' b'#hate' b'groups' b'#kkk' b'because' b'..???' b'just' b""don't"" b'think' b'ur' b'struggles' b'relevant'"
1770,b'outrageous' b'racism' b'from' b'rother' b'dc.' b'hope' b'the' b'families' b'sue' b'4' b'failing' b'to' b'follow' b'advice' b'for' b'a' b'life' b'guard' b'&amp;' b'causing' b'the'
1771,b'user' b'you' b'go'
1772,"b'in' b'#pueorico,' b'#environmental' b'injustice' b'and' b'inflame' b'protests' b'over' b'#coal' b'ash:'"
1773,b'user' b'watch' b'one' b'u.s.' b'#marine' b'fearlessly' b'take' b'on' b'violent' b'angry' b'mob' b'of' b'pro-palestine' b'protesters'
1774,b'user' b'please' b'reconsider.' b'to' b'me' b'you' b'stand' b'for' b'the' b'glitter' b'of' b'new' b'york.' b'after' b'jan.' b'20'
1775,b'user' b'racism' b'stuffed' b'into' b'skinny' b'jeans' b'with' b'a' b'hipster' b'comb-over' b'is' b'just' b'as' b'bad' b'as' b'racism' b'shrouded' b'in' b'a' b'white' b'hood' b'#altright'
1776,b'what' b'if' b'rapists' b'got' b'the' b'same' b'advice' b'women'
1777,b'user' b'you' b'might' b'be' b'a' b'libtard'
1778,b'user' b'user' b'user' b'worked' b'with' b'the' b'worst' b'congress' b'in'
1779,"b'because' b""you're"" b'a'"
1780,"b'user' b'louisville,' b'kentucky' b'woman' b'goes' b'on' b'rant'"
1781,"b'user' b'user' b'please' b'repo' b'this' b'guy,' b'openly' b'racist' b'and'"
1782,b'user' b'pay' b'of' b'#rich' b'#white' b'#snobs' b'via'
1783,"b'user' b'#allahsoil' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'people\xc3\xa2\xc2\x80\xc2\x9d' b'originally' b'meant' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'white,' b'landholding' b'males.\xc3\xa2\xc2\x80\xc2\x9d'"
1784,b'#bama' b'total' b'#hypocrites' b'can' b'#cheer' b'like' b'#hell' b'but' b'remain' b'#silent' b'on' b'the' b'#confederateflag' b'&amp;' b'stance'
1785,"b'i\xc3\xa2\xc2\x80\xc2\x99ve' b'had' b'my' b'id' b'checked' b'by' b'the' b'police' b'zero' b'times' b'in' b'8' b'months.' b'of' b'course' b'the' b'discrepancy' b'has' b'""nothing""' b'to' b'do' b""i'm"" b'a'"
1786,b'racist' b'troll' b'ale' b'in' b'the' b'great' b'state' b'of' b'kentucky!' b'listen' b'to' b'last' b'thurs'
1787,b'sea' b'shepherd' b'suppoers' b'are'
1788,"b'user' b'user' b""i've"" b'had' b'these' b'experiences' b'in' b'europe' b'as' b'an' b'american.' b'is' b'alive' b'and'"
1789,b'user' b'#gop' b'#cons' b'who' b'voted' b'for' b'#nazi' b'#fascist' b'#dictator' b'#trump' b'are' b'just' b'scared' b'little' b'bullies'
1790,"b'but' b'#carlpalidino' b'can' b'vomit' b'a' b'monster' b'truckload' b'of' b'shit' b'about' b'the' b'#usa' b'#firstfamily' b'and' b'they' b""don't"" b'jail' b'him' b'for' b'#hatecrime' b'?'"
1791,b'user' b'user' b'and' b'his' b'racism' b'could' b'fuel' b'the' b'power' b'needed' b'to' b'light' b'everyones' b'christmas' b'lights' b'in' b'the' b'uk.' b'#leejasper'
1792,b'user' b'no' b'convo' b'on' b'how' b'to' b'stop' b'indigenous' b'deaths' b'means' b'anything' b'unless' b'it' b'stas' b'with' b'how' b'we' b'face' b'into' b'epidemic'
1793,b'user' b'so'
1794,b'top' b'stories' b'from' b'featuring' b'user' b'user'
1795,"b'user' b'travelled' b'for' b'#canucks' b'game' b'sad' b'and' b'disappointed' b'of' b'#oiler' b'fans' b'the' b'sad' b'i' b""can't"" b'cheer' b'for' b'my' b'own' b'team' b'.' b'user'"
1796,"b'for' b'some' b'reason,' b'the' b'user' b'story' b'on' b'snapchat' b'seems' b'always' b'geared' b'towards'"
1797,b'ouch' b'woow!' b'user' b'user' b'#sexy' b'user' b'user' b'user'
1798,b'all' b'together' b'this' b'christmas:' b'pls' b'&amp;' b'follow' b'user' b'national' b'day' b'of' b'action' b'on' b'20' b'feb' b'against' b'&amp;'
1799,"b'user' b'meet' b'the' b'white' b'nationalist' b'movement\xc3\xa2\xc2\x80\xc2\x99s' b'favorite' b'russian' b'philosopher,' b'aleksandr'"
1800,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1801,b'plz'
1802,"b'you' b'forgot' b'russia' b'since' b'been' b'betrayed' b'by' b'trump' b'and' b'this' b'has' b'never' b'happened' b'b' b'4,' b'putin' b'will' b'soon' b'slit' b'his'"
1803,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'\xc3\xa2\xc2\x80\xc2\xa6on' b'you?'
1804,b'user' b'now' b'comes' b'with' b'a' b'#taxwriteoff' b'as' b'four' b'#whitenationalist' b'groups' b'are' b'given' b'#nonprofitstatus' b'user'
1805,b'you' b'me' b'too' b'\xc3\xb0\xc2\x9f\xc2\x96\xc2\x95\xc3\xb0\xc2\x9f\xc2\x96\xc2\x95\xc3\xb0\xc2\x9f\xc2\x96\xc2\x95\xc3\xb0\xc2\x9f\xc2\x96\xc2\x95\xc3\xb0\xc2\x9f\xc2\x98'
1806,"b'user' b'#stlouis' b'still' b'needs' b'help.' b'user' b'thinks' b""he's"" b'survived.' b'we' b'need' b'to' b'get' b'him' b'out' b'of' b'office,'"
1807,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
1808,b'user' b'user' b'i' b'will' b'suspend' b'my' b'funding' b'of' b'u.s.' b'gov' b'until' b'#sexualpredator'
1809,b'hot' b'lesbian' b'having' b'sex' b'office'
1810,b'user' b'paul' b'beloy:' b'is' b'still' b'an' b'issue' b'at' b'varying' b'levels' b'in' b'belgian' b'football'
1811,"b'user' b'video:' b'user' b'on' b'#hateful' b'#liberals' b'""#america' b'has' b'had' b'enough' b'of' b'this' b'crap!""'"
1812,b'again' b'user' b'looks' b'like' b'a' b'damned' b'fool!' b'for' b'50' b'years' b'the' b'usa' b'has' b'openly' b'opposed' b'settlement' b'buliding' b'by' b'#israel!'
1813,b'antics' b'are' b'purposedly' b'used' b'by' b'#liberals' b'to' b'divide'
1814,"b'user' b'""the' b'blacks""?' b'""the' b'blacks""?' b'""blacks""?' b'*facepalm*'"
1815,b'user' b'it' b'is' b'truly' b'sad.' b'a' b'who' b'lot' b'of' b'working' b'class' b'men' b'resent' b'being' b'offered' b'help' b'by' b'a' b'woman.' b'evolution' b'still' b'has' b'a' b'lot'
1816,b'the' b'legacy' b'of' b'a' b'user' b'crony.' b'vote' b'passes' b'calling' b'for' b'user' b'to' b'resign' b'or' b'get' b'the'
1817,"b'user' b'will' b'you' b'stop' b'the' b',' b',' b'#homophobe' b'etc' b'labeling.' b'i' b'suppo' b'#trump' b'and' b'i' b'am' b'none' b'of' b'the'"
1818,"b'when' b'someone' b'says' b""'i'm"" b'not' b'a' b'racist,'"
1819,b'user' b'everyone' b'ask' b'user' b'why' b'they' b'endorse' b'such' b'blatant' b'user'
1820,b'user' b'user' b'user' b'why' b'do' b'we' b'have' b'listen' b'to' b'a' b'woman' b'who' b'goes' b'to' b'church' b'but' b'kills'
1821,"b'user' b'user' b""that's"" b'how' b'you' b'got' b'in' b'.' b'by' b'being' b'an' b'australian' b'doing' b'shitty' b'things'"
1822,b'book' b'-' b'#german' b'#colonialism' b'in' b'a' b'global' b'age' b'ht'
1823,b'user' b'you' b'might' b'be' b'a' b'libtard'
1824,"b'josephjett' b'""i' b'do' b'not' b'advocate' b'a' b'kumbaya' b'world.' b'like' b'#anti-semitism,' b'should' b'motivate' b'us' b'to' b'a' b'single' b'purpose:' b'intellectual'"
1825,b'user' b'#allahsoil' b'wwi' b'&amp;' b'wwii' b'were' b'both' b'waged' b'over' b'oil.'
1826,b'user' b'will' b'u' b'charge' b'35%' b'on' b'yur' b'own' b'products' b'made' b'outside' b'the' b'usa?' b'do'
1827,b'user' b'user' b'user' b'user' b'#arabs' b'all' b'of' b'them' b'preying' b'on'
1828,b'my' b'latest' b'post:' b'the' b'masses' b'\xc3\xa2\xc2\x80\xc2\x94' b'some' b'kinda'
1829,"b'""new""' b'paladino' b'loving' b'eggs' b'like' b'this' b'shit' b'head' b'are' b'out' b'bitching' b'about' b'obama.' b'block' b'early,' b'block'"
1830,b'the' b'inter-terrestrial' b'#scifi' b'#sciencefiction' b'on' b'#kindleunlimited' b'#99cents'
1831,b'#anc' b'has' b'complained' b'that' b'the' b'pap' b'is' b'to' b'white' b'according' b'to' b'their' b'#affirmativeaction' b'#bee' b'#quotas'
1832,b'user' b'are' b'we' b'entering' b'a' b'new' b'age' b'of' b'?' b'a' b'repoer' b'reflects' b'on' b'the' b'hate' b'crime'
1833,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'\xc3\xa2\xc2\x80\xc2\xa6?'
1834,b'i' b'despise' b'this' b'#antiamerican' b'#muslimpos' b'user' b'&amp;' b'everything' b'he' b'stands' b'for!' b'trying' b'to' b'destroy' b'the'
1835,b'why' b'are' b'white' b'people' b'expats' b'when' b'the' b'rest' b'are' b'immigrants?'
1836,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1837,"b'this' b'#respect' b'concept' b'was' b'thrown' b'out' b'of' b'the' b'window' b'when' b'#skinheads,' b'#white' b'supremacists' b'&amp;' b'#kkk'"
1838,"b'#blackface,' b'prostitutes,' b'#hatespeech:' b'a' b'brief' b'history' b'of' b'the' b'#mummersparade' b'behaving'"
1839,
1840,"b""#trump's"" b'hair' b'is' b'no' b'mystery' b'&amp;' b'he' b'may' b'be' b'but' b""he's"" b'not' b'averse' b'to' b'#appropriating' b'a' b'few' b'tips' b'from' b'black'"
1841,"b'user' b'#allahsoil' b'when' b'the' b'market' b'crashed' b'in' b'march' b'2000,' b'greenspan' b'cut' b'interest' b'rates' b'even' b'more'"
1842,"b'user' b'user' b'liz' b'treacy,' b'user' b'condone' b'ex-councillor' b'mark' b""hackett's"" b'#islamophobia' b'for' b'me'"
1843,b'hows' b'stuff' b'like' b'this' b'still' b'happening' b'in' b'the' b'21st' b'century?' b'what' b'was' b'the' b'point' b'of' b'the' b'civil' b'rights' b'movement' b'if'
1844,"b'user' b'""tackling' b'systemic' b'racism' b'and' b'our' b'biases' b'through' b'empathy""'"
1845,b'naked' b'woman' b'mo' b'fo'
1846,"b'#people' b""aren't"" b'protesting' b'#trump' b'because' b'a' b'#republican' b'won-they' b'do' b'so' b'because' b'trump' b'has' b'fuhered'"
1847,"b'user' b'dear' b'media,' b'when' b'someone' b'is' b'born' b'here,' b'they' b'are' b'what' b'you' b'call' b'""australians""' b'even' b'when' b'they' b'do' b'shitty'"
1848,"b'user' b'this' b'is' b'one' b'of' b'those' b'#proudtobeanamerican' b'moments' b'on' b'hannity' b'user' b'responds' b'to' b',' b'semi-retarded'"
1849,b'retweeted' b'baycat' b'user' b'msg' b'of' b'#hope' b'for' b'#newyear:' b'a' b'business' b'to' b'end'
1850,"b'user' b'user' b'""his""' b'dad' b'?' b'did' b'you' b'just' b'assume' b'gender'"
1851,b'user' b'empowerment' b'of' b'by' b'#trump' b'is' b'absolutely' b'scary.' b'this' b'cud' b'slip' b'to' b'dangerous' b'levels.' b'look' b'4' b'legislative' b'attacks'
1852,b'you' b'might' b'be' b'a' b'libtard'
1853,b'user' b'well'
1854,b'great' b'#tedtalks' b'by' b'user' b'on' b'#storytelling'
1855,b'i' b'love' b'you' b'dude'
1856,b'how' b'are' b'you' b'#trump' b'suppoers' b'gonna' b'make' b'#america' b'great' b'again' b'with' b'all' b'that' b'#hate' b'in' b'your'
1857,b'user' b'you' b'might' b'be' b'a' b'libtard'
1858,b'(advanced' b'value' b'chain' b'videos' b'at'
1859,b'user' b'#allahsoil' b'enlightenment' b'is' b'wasted' b'on' b'the' b'wilfully' b'blind.'
1860,b'4' b'#whitepeople?' b'all' b'2' b'cou.' b'no' b'media' b'coverage.' b'or' b'wp' b'were' b'victims' b'and' b'feared' b'for' b'their' b'lives.' b'maybe' b'probation.' b'#blackperson.'
1861,"b'user' b""there's"" b'never' b'any' b'room' b'for' b'in' b'a' b'school' b'board.' b'ever.' b'kids' b'at' b'these' b'schools' b'are' b'100%' b'of' b'our'"
1862,"b'#neogaf' b'today' b'another' b'user' b'attack' b'the' b'japanese' b'and' b'chinese,' b'claims' b'to' b'not' b'be'"
1863,b'user' b'2:30pmet:' b'uk' b'youth' b'parliament' b'on' b'#democracy' b'&amp;' b'.' b'listen' b'on' b'our' b'free'
1864,"b'user' b'have' b'you' b'joined' b'the' b'pizza' b'pay?' b""we're"" b'talking' b'#pizzagate,' b'#starwarsrogueone\xc3\x82' b',' b'the' b'#altright,' b'and'"
1865,"b'she' b""didn't"" b'get'"
1866,b'obama/jarretts' b'who' b'agenda' b'was' b'to' b'destroy' b'everything' b'good' b'about' b'this' b'country' b'and' b'inflict' b'even' b'bit' b'of'
1867,"b'are' b'you' b'just' b""takin'"" b'the' b'piss' b'now'"
1868,b'perfect' b'timing' b'for' b'this'
1869,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'on' b'you?'
1870,b'it' b'is' b'truly' b'sad.' b'a' b'who' b'lot' b'of' b'working' b'class' b'men' b'resent' b'being' b'offered' b'help' b'by' b'a' b'woman.' b'evolution' b'still' b'has' b'a' b'lot'
1871,b'#wtf' b'what' b'is' b'racism' b'then?' b'would' b'he' b'have' b'done' b'same' b'with' b'a' b'white' b'mother?' b'proof' b'that' b'there' b'is' b'a' b'group' b'that'
1872,b'user' b'what' b'you' b'should' b'know' b'about' b'#environmental' b'.'
1873,b'nothing' b'humorous' b'about' b'your' b'jibes' b'u' b'#arrogant' b'trump' b'official' b'paladino' b'under' b'fire' b'over' b'crude' b'obama' b'remarks'
1874,b'user' b'you' b'might' b'be' b'a' b'libtard'
1875,b'once' b'a' b'dick' b'always' b'a' b'dick' b'!!'
1876,"b'seriously?' b""can't"" b'believe' b'this' b'in' b'2016!' b'trump' b'ally' b'wishes' b'mad' b'cow' b'disease' b'death' b'for' b'obama' b'-'"
1877,b'user' b'#allahsoil' b'islamic' b'extremism' b'kills' b'tens' b'of' b'thousands' b'of' b'people' b'every'
1878,"b'user' b'funny' b'user' b""can't"" b'get' b'rid' b'of' b'#7,' b',' b'#1stammendment.' b'so' b'many' b'distractions' b'and' b'lousy' b'qb.' b'maybe' b'next' b'year,'"
1879,"b'thank' b'you' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x8a' b'santa' b'\xc3\xb0\xc2\x9f\xc2\x8e' b',' b'for' b'the' b'best' b'christmas' b'present' b'ever' b'#cdnpoli' b'#abpoli' b'#yyc' b'#yeg' b'#canada' b'#ottawa'"
1880,"b'#trump' b'ally' b'carl' b'#paladino' b'slammed' b'for' b""'"" b'wish' b'list' b'for' b'#obamas' b'-' b'nbc'"
1881,b'\xc3\xb0\xc2\x9f\xc2\x8c\xc2\x8e' b'user' b'user' b'own' b'team' b'up' b'with' b'#new' b'#mc' b'user' b'&amp;' b'show' b'what' b'#phillysuppophilly' b'&amp;'
1882,"b'the' b'latest' b'""say' b'what?!?!""' b'thanks' b'to'"
1883,"b'user' b'#cover' b'#reveal!' b'swiftly' b'sharpens' b'the' b'fang' b',' b'#radicalisation' b'&amp;' b'#revenge'"
1884,"b'btw,' b'fuck' b'blm' b'and' b'fuck' b'that' b'bitch' b'which' b'is' b'real' b'.' b'any' b'simpleton' b'can' b'figure' b'that' b'one' b'out.'"
1885,"b'user' b'they' b'are,' b'but' b'#anc' b'laws' b'against' b'whites' b'protects' b'blacks'"
1886,b'rise' b'up' b'today' b'is' b'out!' b'stories' b'of' b'police' b'brutality' b'from' b'user' b'user'
1887,b'user' b'come' b'on' b'n' b'wake' b'the' b'eff' b'up' b'usa!' b'this' b'is' b'craziness.' b'does' b'it' b'all' b'stem' b'from' b'n' b'hatred' b'of' b'#obama' b'?' b'it' b'seems'
1888,b'racism' b'is' b'now' b'front' b'and' b'center' b'in' b'trumpworld.' b'these' b'kkk' b'folk' b'are' b'now' b'out' b'in' b'the' b'open.' b'#kkk' b'#trumpworld'
1889,b'user' b'why' b'should' b'this' b'person' b'be' b'rehired?' b'shame'
1890,"b'hard' b'to' b'think' b'how' b'is' b'still' b'very' b'much' b'prevalent' b'in' b'so' b'many' b'societies.' b'if' b""you're"" b'not' b'white,' b'rest' b'assured'"
1891,b'user' b'a' b'genealogy'
1892,"b'user' b'user' b'bill' b""you're"" b'a' b'fucking' b'#communist' b'#antiamerican' b'#unpatriotic' b'disgrace' b'take' b'your' b'ass' b'to'"
1893,"b'user' b'last' b'retro' b'#christmasadve' b'for' b'you' b'this' b'year,' b'and' b'whilst' b'i' b'do' b'love' b'a' b'good' b'bit' b'of' b'#tupperwear' b'i' b'do' b'not'"
1894,b'a' b'deeper'
1895,b'#2016highlights' b'#samwu' b'fights' b'against' b'in' b'various' b'municipalities' b'such' b'as' b'in' b'naboomspruit'
1896,b'scientists' b'are' b'against' b'!' b'but' b'only' b'if' b'the' b'child' b'is' b'less' b'than' b'18' b'months'
1897,b'this' b'definitive' b'history' b'of' b'racist' b'ideas' b'should' b'be' b'required'
1898,b'um' b'why' b'a' b'girl' b'and' b'not' b'a' b'boy?' b'or' b'maybe' b'just' b'gender' b'neutral'
1899,b'sex' b'videos' b'of' b'chinese' b'against' b'women' b'in' b'the'
1900,"b'user' b'and' b'stop' b'crying' b'""bhakt' b'bhakt""' b'when' b'you' b'are' b'cornered' b'with' b'no' b'rational' b'answer' b'to' b'offer.' b'trust' b'me' b'read' b'a' b'book!' b'it'"
1901,b'approx.' b'63' b'million' b'voted' b'for' b'the' b'#tinyfingeredpuppet' b'but' b'over' b'74' b'million' b'voted' b'against' b'him.' b'he' b'has' b'no' b'mandate' b'&amp;'
1902,"b'alapoet:' b'if' b'pisses' b'you' b'off' b'like' b'it' b'pisses' b'me' b'off,' b""here's"" b'something' b'you' b'oughta' b'know...' b'this' b""guy's"" b'a' b'racist'"
1903,b'given' b'the' b'#nazis' b'looked' b'to' b'jim' b'crow' b'for' b'inspiration' b'this' b'is' b'especially' b'true' b'regarding' b'what' b'to' b'expect'
1904,"b'user' b'sad' b'how' b'people' b'feel' b'they' b'have' b'to' b'treat' b'others' b'like' b'scum' b'just' b'because' b'of' b'their' b'religion,' b'race,' b'sexuality,'"
1905,"b'mma' b'fans:' b'losses' b""don't"" b'matter,' b""it's"" b'great!' b'mma' b'fans' b'about' b'rhonda' b'rousey:' b""she's"" b'lost' b'twice,' b'she' b'is'"
1906,"b'user' b'look' b'at' b'his' b'latest' b'tweet.' b'this' b'#conman' b'user' b""doesn't"" b'want' b'unity' b'at' b'all.' b'#bigot' b'#conman'"
1907,b'user' b'just' b'terming' b'ppl' b'as' b'bhakt' b'because' b'they' b'denounce' b'terrorism' b'and' b'anti' b'national' b'acts' b'shows' b'ur' b'sense' b'to' b'reason!' b'never'
1908,"b'user' b'be' b'careful' b'using' b'that' b'term' b'about' b'user' b'and' b'other' b'-s' b'-' b'once' b'you' b'tweet' b'it,' b'they' b'are'"
1909,b'user' b'what' b'about' b'black' b'tea?'
1910,b'user' b'#mmusimaimane' b'is' b'a' b'coward!' b'who' b'suggests' b'that' b'only' b'white' b'people' b'in' b'#southafrica' b'can' b'be'
1911,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1912,b'user' b'user' b'...' b'and' b'#biherism' b'&amp;' b'.' b'must' b'keep' b'the' b'black' b'president' b'in'
1913,"b'damning' b'video:' b'racist' b'hillary' b'says' b""'"" b'i' b'will' b'only' b'talk' b'to' b'white'"
1914,b'user' b'#imwithher' b'#blacklivesmatter' b'#bigot' b'#xenophobia' b'#socialjustice' b'#notmypresident' b'&amp;' b'any' b'other' b'stupid' b'lib'
1915,b'if' b'you' b'are' b'pa' b'of' b'the' b'64.2' b'mil' b'who' b'rejected' b'#putinschoice' b'#boycott?' b'his' b'business.' b'&amp;' b'#hatred' b'must' b'be'
1916,b'user' b'user' b'fine' b'ill' b'boycott'
1917,b'office' b'woman' b'porn' b'blue'
1918,"b'user' b'user' b'user' b'user' b'user' b""i'm"" b'mixed' b'w/' b'native' b'american,' b'spanish,' b'irish' b'and' b'u' b'call' b'me'"
1919,"b'a' b'animation' b'by' b'rima' b'regas,'"
1920,"b'user' b'#blackface,' b'prostitutes,' b'#hatespeech:' b'a' b'brief' b'history' b'of' b'the' b'#mummersparade' b'behaving'"
