,tweet
4425,b'user' b'this' b'thread' b'is' b'the' b'fully' b'bomb.' b'racism' b'is' b'the' b'most' b'effective' b'weapon' b'of' b'white' b'supremacy.' b'it' b'has' b'no' b'i' b'test' b'in' b'being'
4426,"b""#trump's"" b'allies' b'r' b'unstoppable!' b'#obama' b'via'"
4427,"b'great' b'aicle' b'of' b'truth' b'about' b'#trc' b'needs.' b'comments' b'back' b'up' b'why' b""it's"" b'needed.' b'#indignenous' b'-' b'via'"
4428,b'user' b'black' b'professor' b'makes' b'assumptions' b'about' b'an' b'entire' b'race' b'whilst' b'speaking' b'for' b'entire' b'race.' b'next' b'week' b'the'
4429,b'researchers:' b'most' b'effective' b'way' b'to' b'fight' b'requires' b'white' b'people' b'calling' b'out' b'white'
4430,"b'it' b'was' b'an' b'error' b'on' b'my' b'pa' b'i' b'agree.' b'she' b'was' b'an' b'exceptional' b'performer,' b'i' b'was' b'thrown' b'off' b'by' b'an' b'something'"
4431,b'user' b'i' b'decided' b'to' b'become' b'a' b'#feminist' b'beginning' b'1/1/17.' b'if' b'any' b'feminists' b'are' b'reading' b'plz' b'help' b'to' b'find' b'educational'
4432,"b'2016' b'was' b'the' b'year' b'white' b'liberals' b'realized' b'how' b'unjust,' b',' b'and' b'sexist' b'america'"
4433,"b'why' b'only' b'target' b'little' b'#muslim' b'children' b'for' b'mispronouncing' b'""terraced' b'house""' b'&amp;' b'treat' b'them' b'like'"
4434,b'wen' b'will' b'south' b'choose' b'dark' b'south' b'heroines.' b'kajal' b'tamanna' b'amy'
4435,b'he' b'should' b'turn' b'in' b'his'
4436,b'#feminism' b'and' b'#equality' b'helps' b'#everyone' b'it' b'helps' b'#men' b'and' b'#women' b'hus' b'everyone'
4437,"b'bout' b'to' b'spend' b'new' b""year's"" b'eve' b'playing' b'the' b'game'"
4438,"b'my' b""family's"" b'horrible' b'attack' b'at' b'#thegreenpalmcottage' b'in' b'#plettenburgbay' b'#westerncape' b'thyini' b'thiza!' b'we' b'want'"
4439,b'her' b'not' b'working' b'with' b'trump' b'should' b'be' b'a' b'good'
4440,b'user' b'user' b'you' b'can' b'go' b'ahead' b'&amp;' b'change' b'your' b'profile' b'pic.' b'hepburn' b'was' b'an' b'ambassador' b'to' b'unicef' b'&amp;' b'your' b'ignorance' b'would'
4441,b'user' b'#truth' b'from' b'user' b'user' b'about'
4442,b'these' b'#conservative' b'white' b'boys' b'(yea' b'calling' b'you' b'#punks' b'boy' b'like' b'you' b'did/do' b'us)' b'like' b'user' b'user' b'etc' b'annoy'
4443,"b'""' b'in' b'the' b'workplace' b'&amp;' b'family' b'responsibilities' b'add' b'to' b'pressure' b'as' b'they' b'face' b'unequal' b'pay' b'&amp;' b'lack' b'of'"
4444,b'user' b'stop' b'perpetuating' b'false' b'racism' b'and' b'leftist' b'subversive' b'politically' b'correct' b'propaganda.' b'america' b'is' b'not' b'racist!'
4445,"b'user' b'trump' b'lackey' b'carl' b'palladino' b'is' b'th' b'get' b'of' b'a' b'mating' b'betwn' b'a' b'pig' b'&amp;' b'a' b'hyena' b'&amp;' b'iq' b'of' b'a' b'slug.' b'apologies' b'to' b'all' b'pigs,'"
4446,"b'user' b'you' b""don't"" b'think' b'w' b'will' b'share' b'guarani' b'aquifer' b'water' b'w' b'those' b'who' b'humiliated' b'little' b'brother,'"
4447,"b'user' b'says' b""he's"" b'ashamed' b'of' b'things' b""he's"" b'done' b'but' b'continues' b'to' b'make' b'shameful' b'remarks' b'to'"
4448,b'peruvian' b'women' b'nds' b'adult'
4449,b'user' b'your' b'comments' b'are' b'reflections' b'of' b'ignorance' b'and' b'user' b'user'
4450,"b'i' b'think' b'his' b'the' b'worst' b'in' b'everything,' b'his' b'hatred' b'towards' b'our' b'country' b'was' b'too'"
4451,"b'keep' b'in' b'mind' b'user' b'is' b'totally' b'not' b',' b'but' b'all' b'whites' b'are'"
4452,b'greek' b'girls' b'having' b'ana' b'sex' b'black' b'girl'
4453,"b'#allahsoil' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'people\xc3\xa2\xc2\x80\xc2\x9d' b'originally' b'meant' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'white,' b'landholding' b'males.\xc3\xa2\xc2\x80\xc2\x9d'"
4454,b'#manipur' b'#ndtv' b'#timenow' b'#samachar' b'#zeenews' b'#dordarshan' b'#genocide' b'what' b'would' b'be' b'the' b'reaction' b'of'
4455,b'this' b'is' b'beyond' b'upsetting.' b'i' b'was' b'one' b'of' b'her' b'biggest'
4456,"b'user' b'ik' b'right' b'some' b'other' b'racist' b'makes' b'a' b'meme' b'&amp;they' b'swear' b""it's"" b'proof,' b'what' b'happened' b'to' b'#fakenews' b'#fakenewsmedia'"
4457,b'if' b'reginald' b'mcfadden' b'had' b'face' b'to' b'face' b'interviews' b'about' b'being' b'#returningcitizens' b'then' b'commutations' b'would' b'be'
4458,b'kevin' b'macdonald:' b'ethnocentrism' b'is' b'normal' b'and' b'rational' b'#race' b'#ethnocentrism'
4459,b'user' b'reading' b'4' b'the' b'next' b'american' b'#revolution'
4460,b'j.c' b'penney' b'employee' b'holds' b'customer' b'in' b'headlock' b'wow' b'and' b'they' b'havent'
4461,b'peace' b'out' b'fucku2016:' b'2017' b'won\xc3\xa2\xc2\x80\xc2\x99t' b'be' b'better' b'unless' b'we' b'loudly'
4462,b'#trump' b'ally' b'made' b'remarks' b'towards' b'obamas' b'-' b'dec' b'24' b'9:52' b'am'
4463,"b'i' b""don't"" b'even' b'know' b'what' b""is/isn't"""
4464,b'user' b'user' b'have' b'the' b'balls' b'to' b'it' b'and' b'expose' b'me' b'as' b'a'
4465,b'user' b'user' b'user' b'typical' b'lying' b'#leftist!' b'thats' b'slander' b'of' b'a' b'grp!' b'#christians' b'dont' b'kill'
4466,b'paul' b'beloy:' b'is' b'still' b'an' b'issue' b'at' b'varying' b'levels' b'in' b'belgian' b'football' b'user' b'by' b'#adamitv' b'via'
4467,b'user' b'it\xc3\xa2\xc2\x80\xc2\x99s' b'official:' b'hate' b'breeds'
4468,"b'user' b'that' b'whole' b'#russia' b'#trump' b'#tiesto' b',' b'#whiteamerica' b'too' b'stupid,to' b'realise' b'that' b'a' b'young' b'progressive'"
4469,b'user' b'user' b'user' b'tragic' b'4' b'white' b'americans' b'that' b'prompts' b'so' b'many' b'2' b'vote' b'4' b'candidates' b'who' b'will' b'slash' b'their'
4470,b'how' b'will' b'society' b'overcome' b'?' b'is' b'it' b'possible' b'to' b'end' b'racism?' b'it' b'happens' b'one' b'person' b'at' b'a'
4471,b'user' b'user' b'in' b'atlanta' b'the' b'mayor' b'&amp;' b'police' b'force' b'allow' b's' b'to' b'rule' b'the' b'city' b'block' b'roads' b'&amp;' b'freeways' b'w/o'
4472,b'user' b'#allahsoil' b'we' b'should' b'not' b'conflate' b'islamic' b'extremism' b'with' b'terrorism'
4473,b'user' b'the' b'latest' b'the' b'knitting' b'clio' b'daily!' b'thanks' b'to' b'user' b'user'
4474,b'user' b'#allahsoil' b'lehman' b'brothers' b'went' b'belly-up' b'in' b'september' b'2008'
4475,b'user' b'trump' b'campaign' b'official' b'wants' b'michelle' b'obama' b'to' b'be' b'\xc3\xa2\xc2\x80\xc2\x98let' b'loose\xc3\xa2\xc2\x80\xc2\x99' b'to' b'live' b'with' b'african'
4476,"b'i' b'have' b'been' b'open' b'about' b'hvg' b'#fibromyalgia' b'&amp;' b'being' b'a' b'#survivor' b'of' b'years' b'#childrape,' b'more' b'than' b'one' b'rapist.' b'is' b'still' b'my' b'chief'"
4477,b'user' b'user' b'only' b'#ass' b'#hole' b'is' b'u' b'in' b'your' b'#head' b'#big'
4478,"b'i' b'despise' b'.' b'in' b'that' b'hatred' b'of' b'racism,' b'it' b'causes' b'me,' b'and' b'many' b'other' b'black' b'people'"
4479,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
4480,"b'suspected' b'henrico' b""vandal's"" b'mother:' b""'my"" b'son' b""isn't"""
4481,"b'mean,' b'cruel' b'#talkradio' b'hosts' b'like' b'user' b'make' b'it' b'impossible' b'4' b'person' b'of' b'color' b'like' b'me' b'2' b'feel'"
4482,"b'user' b'user' b""can't"" b'wait' b'to' b'see' b'u' b'&amp;' b'your' b'admin' b'hang' b'for' b'#treason' b'#trump' b'#makeamericagreatagain'"
4483,b'user' b'what' b'is' b'your'
4484,b'everyday' b'life' b'for' b'a' b'white' b'south'
4485,b'user' b'at' b'work:' b'attorneys' b'for' b'white' b'officer' b'who' b'shot' b'#philandocastile' b'remove' b'black' b'judge' b'from' b'presiding' b'over' b'trial.'
4486,"b'trump\xc3\xa2\xc2\x80\xc2\x99s' b'odd' b'nye' b'tweet' b'to' b'\xc3\xa2\xc2\x80\xc2\x98enemies\xc3\xa2\xc2\x80\xc2\x99' b'#trump' b""'the"" b'odd' b'man' b""out'"" b'#economy' b'#hype' b'self'"
4487,b'thought' b'factory:' b'bbc' b'neutrality' b'on' b'right' b'wing' b'fascism' b'#politics' b'#media' b'#blm' b'#brexit' b'#trump' b'#leadership'
4488,b'so' b'deep' b'user' b'user' b'user' b'need2know.' b'if' b'clintons' b'r' b'eating' b'brown' b'bread' b'drinkdark'
4489,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
4490,"b'user' b""evolution's"" b'got' b'a' b'serious' b'public' b'relations' b'problem,' b'even' b'among' b'the' b'well-educated.' b'we' b'need' b'to' b'de-stigmatize' b'the'"
4491,b'freaking' b'nasty' b'rotten' b'people' b'#whiteslavers' b'monsters' b'release' b'dom\xc3\x83\xc2\xa9nica' b'now' b'#whiteslavery' b'#venezuela' b'you' b'are' b'going' b'to' b'pay.' b'let' b'her'
4492,b'are' b'you' b'#hispanic' b'..' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
4493,"b'user' b'user' b'if' b'ur' b'employees' b'r' b'going' b'to' b'say' b'merry' b'christmas' b'to' b'white' b'people,' b'please' b'teach' b'them' b'to' b'say' b'it' b'to' b'the' b'brown' b'people'"
4494,"b'but!' b""i'm"" b'also' b'correct' b'whom' b'our' b'enemies' b'are,' b'and' b'whom' b'to' b'ally' b'with;' b'to' b'rid' b'ourselves' b'of' b',' b'and' b'join' b'together' b'in' b'what' b'we' b'have' b'in'"
4495,"b'user' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xa9the' b'white' b'establishment' b""can't"" b'have' b'blk' b'folx' b'running' b'around' b'loving' b'themselves' b'and' b'promoting' b'our'"
4496,b'indianapolis' b'colts' b'black' b'cheerleader' b'hugs' b'boy' b'who' b'used' b'slur.' b'so.' b'much.'
4497,"b""#rupemurdoch's"" b',' b'user' b'empire' b'is' b'growing.' b'many' b'people' b'are' b'employed' b'by' b'him.' b'and' b'whoever' b'pays' b'the' b'bills' b'is'"
4498,b'user' b'from' b'emojis' b'to' b'the' b'inexistence' b'reverse' b'via' b'user'
4499,b'this' b'woman' b'needs' b'to' b'be' b'arrested' b'and' b'prosecuted' b'for' b'encouraging' b'rape' b'of' b'another'
4500,b'how' b'is' b'it' b'that' b'a' b'man' b'comes' b'in' b'last' b'in' b'a' b'race' b'but' b'he' b'is' b'declared' b'a'
4501,b'user' b'french' b'try' b'to' b'#stone' b'&amp;' b'#kill' b'indians' b'in' b'#quebec!' b'#criminal' b'user' b'user'
4502,"b'holiday' b'fun,' b'socially' b'relevant!' b'#podcast' b'celebrates' b""'70"" b'bewitched' b'xmas'"
4503,b'this' b'idiot' b'makes' b'my' b'blood'
4504,"b'please,' b'just'"
4505,"b'why' b'is' b'it' b'forbidden' b'to' b'write' b""'2"" b""blacks'"" b'on' b'a' b'restaurant' b'bill' b'but' b'ok' b'to' b'wear' b'a' b't' b'shi' b'saying' b""'kill"" b'all'"
4506,b'movie-mad' b'indians' b'challenged' b'to' b'rewrite' b'sexist' b'bollywood' b'songs' b'#movie' b'#indians' b'#challenged' b'#rewrite'
4507,b'in' b'#trumpsamerica' b'#feeling' b'#empowerd' b'\xc3\xb0\xc2\x9f\xc2\x91\xc2\x8e\xc3\xb0\xc2\x9f\xc2\x98\xc2\xac' b'#fowoh' b'mother' b'after' b'arrest;' b'via'
4508,b'#caturday.' b'if' b'you' b'truly' b'stand' b'for' b'equality' b'then' b'none' b'of' b'these' b'can' b'be' b'acceptable.'
4509,b'the' b'countdown' b'till' b'these' b'assholes' b'are' b'gone' b'obama' b'and' b'moron' b'creepy' b'uncle' b'joe!' b'bye' b'bye'
4510,"b'user' b'#thanks' b'to' b'all' b'those' b'#dead' b'#white' b'#dudes' b'from' b'#europe.' b""ain't"" b'a' b'#nigga' b'in' b'da' b'#list.'"
4511,"b'like' b'to' b'know' b'why' b'you' b""can't"" b'buy' b'pot' b'at' b'the' b'local' b'drug' b'store?' b'marijuana' b'unleashed' b'at' b'ibooks.'"
4512,"b'user' b'man,' b'sees' b'me' b'wearing' b'manchester' b'united' b'hoodie:' b'are' b'you' b'a' b'fan?' b'me:' b'yes!' b'man:' b'are' b'you' b'sure?' b'do' b'you' b'even' b'know' b'one'"
4513,"b'no' b'liberal' b'believes' b'that.' b'we' b'are' b'the' b'pay' b'of' b'inclusivity' b'who' b'believes' b'in' b'equality' b'for' b'all,' b'anywhere.' b'you' b'are' b'a'"
4514,"b'user' b'never' b'be' b'content' b'to' b'sit' b'back' b'and' b'watch' b'as' b""others'"" b'rights' b'are' b'trampled' b'upon.' b'your' b'rights' b'could' b'be'"
4515,b'will' b'the' b'alt-right' b'promote' b'a' b'new' b'kind' b'of' b'genetics?' b'mt'
4516,b'user' b'#allahsoil' b'the' b'cold' b'war' b'was' b'also' b'fought' b'over'
4517,b'#bluelivesmatter' b'#woke' b'#manspreading' b'is'
4518,b'a' b'look' b'at' b'the' b'repug' b'gop' b'pay' b'#bigots'
4519,"b'user' b'all' b""women's"" b'facility' b'or' b'program' b'=' b'cool!' b'empowering!' b'all' b""men's"" b'facility' b'or' b'program' b'=' b'gay' b'or'"
4520,"b'damn' b""she's"""
4521,"b'so' b'when' b'is' b'your' b'next' b'klan' b'meeting?!' b'my' b'wife' b""isn't"" b'white' b'&amp;' b""i'm"" b'proud' b'of' b'her' b'&amp;' b'our' b'love.' b'we' b'are' b'each' b'others' b'gift'"
4522,b'cleveland' b'police' b'union' b'overwhelmingly' b'endorses' b'trump' b'for' b'president' b'#cleveland' b'#ohio' b'75%' b'of' b'cops' b'are' b'#white'
4523,b'user' b'this' b'sums' b'up' b'why' b'i' b'voted' b'for' b'#brexit;' b'not' b'or' b'#littleenglander' b'syndrome' b'but' b'sovereignty' b'and'
4524,b'#mustread' b'#education' b'against' b'&amp;' b'#stereotypes' b'user' b'user' b'user' b'user' b'user'
4525,"b'#bigot' b'carl' b'paladino,' b'user' b'ally,' b'wishes' b'obama' b'dead' b'of' b'mad' b'cow' b'disease' b'in'"
4526,"b'user' b'tell' b'that' b'jeffery' b'beauregard' b'user' b'to' b'quit' b""foolin'"" b'around' b'and' b'come' b'pick' b'up' b'his' b'hood' b'&amp;' b'sheets' b'for'"
4527,"b'wahhhh!!!!!' b'white' b'ppl' b'arent' b'allowed' b'to' b'do' b'this!!!' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x82\xc3\xb0\xc2\x9f\xc2\x98\xc2\x82\xc3\xb0\xc2\x9f\xc2\x98\xc2\x82.' b'fuck' b'you' b'rich.' b'we' b""don't"" b'care'"
4528,"b'user' b'please' b""don't"" b'forget' b'to' b'use' b'the' b'word' b'!' b'that' b'is' b'what' b'""binds""' b'these' b'men.' b'we' b'can' b'never' b'ignore' b'or' b'excuse'"
4529,b'makes' b'me' b'sick' b'that' b'4' b'ovr' b'25' b'yrs' b'idolized' b'george' b'bailey' b'but' b'2016' b'#uspoli' b'choose' b'#potter' b'/' b'#greed' b'/' b'#lies' b'#misogyny/' b'learned'
4530,"b""don't"" b'let' b'the' b'#bigot' b'skate' b'on' b'his' b'true' b'record' b'of'"
4531,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
4532,b'when' b'the' b'waiter' b'asks' b'user' b'if' b'he' b'wants' b'to' b'eat' b'the' b'plate'
4533,b'.' b'.' b'#climatechange'
4534,"b'atk' b'porn' b'pics' b'representations' b'of' b'women' b'in' b""men's"" b'alcohol'"
4535,b'user' b'3' b'#miami' b'officers' b'fired' b'over' b'target' b'practice'
4536,"b'user' b'did' b'you' b'vote' b'for' b'this' b'animal' b""#trump's"" b'america:' b'no' b'fat' b'chicks'"
4537,"b'check' b'out' b'this' b'flyer' b'for' b'#trump!' b'yay' b'titties!' b'question:' b'do' b'we' b'have' b'to' b'bring' b'my' b'own' b'pussy' b'to' b'grab,' b'or' b'will' b'pussy'"
4538,"b'user' b'user' b'while' b'user' b'can' b'use' b'phrases' b'like' b'#sandniggers' b'is' b'acceptable' b'2' b'ya,' b'hm' b'u'"
4539,"b'i' b'know' b'#uskkk,' b'gb' b'#msm' b'#media' b'&amp;' b'user' b""who's"" b'less' b'racist' b'than' b'user' b'#crazybengiefbps:' b""i'm"" b'a' b'wog' b'or' b'should' b'i' b'say'"
4540,"b'fantastic' b'video' b'on' b""#buzzfeed's"" b'hate' b'of'"
4541,b'what' b'makes' b'me' b'please' b'let' b'me'
4542,b'shot' b'to'
4543,b'#hatecrime' b'against' b'#sikh' b'community'
4544,b'#patriotwatch:' b'1.48' b'projection' b'#auspol' b'#rwnj' b'#upf'
4545,b'and' b'#misogyny' b'is' b'alive' b'and' b'well' b'on' b'the' b'#left.' b'never' b'let' b'them' b'tell' b'you' b'it'
4546,"b""i'm"" b'not' b'a' b'lady,' b'bc' b'i' b'have' b'a' b'voice,' b'opinion' b'and' b""i'm"" b'not' b'scared' b'to' b'speak' b'my' b'mind!' b'wait..' b""isn't"" b'that' b'&amp;'"
4547,"b'user' b""i've"" b'had' b'9.5' b'years' b'of' b'mostly' b'#arrogant' b'#abusive' b'#discriminating' b'&amp;' b'even' b'#dutch' b""'#drs'..."" b'just' b'leave' b'me' b'to'"
4548,b'user' b'ends' b'2016' b'with' b'a' b'hopeful' b'message' b'against' b'in' b'the' b'music' b'industry' b'via'
4549,"b'#nigger' b'#pattismith' b'book??' b'wtf,' b""that's"""
4550,"b'user' b'#in2017iwantto' b'work' b'at' b'seeing,' b'naming' b'and' b'dismantling' b'my' b'own,' b'others' b'and' b'systems'"
4551,b'two' b'bots' b'one' b'girl' b'user' b'user'
4552,b'#2017' b'scatter' b'#joy!\xc3\xa2\xc2\x84\xc2\xa2' b'may' b'we' b'bless&amp;keep' b'shine' b'upon' b'be' b'gracious' b'look' b'kindly' b'toward' b'one' b'another.' b'let' b'us' b'all' b'#love' b'as'
4553,b'user' b'#deafed' b'community:' b'look'
4554,"b'no' b'liberal' b'believes' b'that.' b'we' b'are' b'the' b'pay' b'of' b'inclusivity' b'who' b'believes' b'in' b'equality' b'for' b'all,' b'anywhere.' b'you' b'are'"
4555,b'is' b'an' b'83' b'year' b'old' b'man' b'still' b'young' b'enough' b'to' b'teach' b'him' b'about' b'sexism' b'and' b'what' b'not' b'to' b'say' b'about'
4556,"b'user' b'whining' b'""women' b'have' b'it' b'so' b'much' b'harder' b'than' b'men,' b'cause' b'.""'"
4557,b'user' b'user' b'carl' b'palladino' b'unfit' b'to' b'be' b'on' b'buffalo' b'school'
4558,b'council' b'staff' b'have' b'been' b'instructed' b'by' b'the' b'anc' b'to' b'go' b'slow' b'and' b'make' b'the' b'da' b'look' b'bad.' b'this' b'was' b'exposed' b'a' b'few' b'weeks'
4559,"b'emma' b'stone' b'on' b'hollywood' b':' b'""they\'ve' b'given' b'my' b'jokes' b'away' b'to' b'male' b'co-stars""'"
4560,b'user' b'your' b'comments' b'are' b'reflections' b'of' b'ignorance' b'and' b'user' b'user' b'user' b'user'
4561,"b'clearly' b'just' b'humour.' b'attempt' b'by' b'#liberal' b'media' b'to' b'undermine' b'#trump.' b'#racebaiting' b""won't"" b'work.' b'trump' b'is' b'not' b'a'"
4562,b'user' b'user' b'less' b'#jacobmarley' b'more' b'#potter' b'seems' b'in' b'end' b'evil' b'#misogynist' b'#narrow' b'a' b'hole' b'wins' b'george'
4563,b'nick' b'cannon' b'speaks' b'out' b'against' b'the' b'systemic' b'of' b'user' b'via'
4564,"b'have' b'we' b'ever' b'had' b'peotus' b'willing' b'to' b'complain' b'abt' b'his' b'defeated' b'opponent' b'&amp;' b'pay' b'well' b'after' b'election' b'over,' b'and' b'to' b'do'"
4565,b'#newyearseve' b'factophobia' b'ale' b'with' b'people' b'in' b'2017' b'who' b'use' b'following'
4566,"b'caroline' b'is' b'a' b'#race-baiting' b'--&gt;' b'user' b'&lt;--' b'hating' b'on' b""#trump's"" b'wife' b'user' b'user'"
4567,"b'user' b'user' b'user' b'congrats,' b'tucker,' b'you' b'came' b'off' b'exactly' b'as' b'you'"
4568,b'user' b'user' b'those' b'opposed' b'to' b'#negligence' b'#hatred' b'#injustice' b'#climatecrimes' b'#ecocide' b'will' b'let' b'#trump' b'know' b'our'
4569,b'user' b'if' b'i' b'ever' b'met' b'him' b'i' b'would' b'drop' b'that' b'pos' b'right' b'where' b'he' b'stood!' b'user' b'is' b'nothing' b'but'
4570,"b'and' b'how' b'do' b'jews' b'plan' b'on' b'doing' b'the' b'work' b'of' b'god' b'without' b'god?' b'matthew' b'1:23' b'""...and' b'they' b'will' b'call' b'him' b'immanuel\xc3\xa2\xc2\x80\xc2\x9d'"
4571,"b'user' b'#jcpenny' b'#ranting' b'so,' b'no' b'one,' b'no' b'one,' b'in' b'line' b'said' b'anything...' b'silence' b'is' b'complicity' b'in' b'racism.' b'speak' b'up'"
4572,"b'i' b""can't"" b'believe' b'that' b'they' b""don't"" b'show' b'blazing' b'saddles' b'on' b'tv' b'any' b'more' b'just' b'because' b'the' b'lead' b'actor' b'is' b'a' b'black' b'man...'"
4573,"b'user' b'user' b'is' b'mexican' b'a' b'language?' b'dude' b""it's"" b'obvious' b'you' b'back' b'trump.' b'he' b'said' b'he' b'loves' b'the'"
4574,b'happy' b'new' b'year' b'white' b'people' b'elected' b'a' b'president' b'who' b'treats' b'women' b'like' b'crap' b'and' b'a' b'biher' b'disrespectful' b'kkk' b'suppoed' b'white'
4575,"b""i'm"" b'not' b'a' b'but' b'user' b'is'"
4576,"b'user' b'i' b""can't"" b'believe' b'you' b'keep' b'a' b'like' b'user' b'as' b'your' b'spokesperson.' b'what' b'a' b'loser' b'company' b'you'"
4577,b'white' b'fragility:' b'why' b'it\xc3\xa2\xc2\x80\xc2\x99s' b'so' b'hard' b'to' b'talk' b'to' b'white' b'people' b'about'
4578,"b'user' b'\xc3\xb0\xc2\x9f\xc2\x94\xc2\xb4' b'""the' b'deafening' b'silence' b'from' b'anti-racist' b'activists' b'regarding' b'in' b'porn' b'is' b'hard' b'to' b'comprehend.""' b'user'"
4579,"b'user' b'tonight' b'in' b'#cologne.' b'proudly' b'presented' b'by' b'goverment,' b'police' b'+' b'media!' b""it's"" b'a' b'big' b'staging' b'going' b'on'"
4580,"b'this!' b'#cambersands' b'deaths' b'blamed' b'on' b""victims'"" b'""culture""' b'by' b'council' b'what' b'about' b'paying' b'#lifeguards,'"
4581,b'user' b'more' b'#marxist' b'evil' b'jew' b'#propoganda!' b'why' b'is' b'it' b'jew' b'controlled' b'media' b'has' b'never' b'and' b'never' b'will' b'cite' b'any' b'non' b'white'
4582,"b'user' b'#allahsoil' b'like' b'all' b'religions,' b'islam' b'is' b'a' b'strong' b'unifying' b'force.' b'\xc3\xa2\xc2\x80\xc2\xa6'"
4583,b'#mustread' b'#education' b'against' b'&amp;' b'#stereotypes' b'user' b'user' b'user' b'user'
4584,b'ouuh' b'fuck' b'it!' b'user' b'user' b'user' b'user' b'#bustymilf' b'user'
4585,"b""here's"" b'how' b'to' b'combat' b'violent' b'extremism' b'in' b'2017.' b'""the' b'white' b'nationalist' b'who' b'came' b'to'"
4586,b'pathetic' b'fallacy?' b'infantile' b'?' b'just' b'in' b'case' b'anyone' b'wondered' b'whether' b'user' b'had' b'a' b'brain' b'we' b'have'
4587,b'#michelleobama' b'is' b'the' b'most' b'hated' b'women' b'in' b'america' b'today!' b'get' b'your' b'facts' b'straight' b'user' b'!' b'her' b'and'
4588,"b'user' b'why' b'do' b'refer' b'to' b'everyone' b'else' b'as' b'racist.' b'simple,' b""they're"" b'projecting' b'their'"
4589,"b'user' b'white' b'people' b'got' b'nothing' b'to' b'do' b'with' b'this' b'nigga.' b""it's"" b'just' b'one' b'sick,' b'horrible' b'person,' b'sadly' b'all'"
4590,b'dear' b'user' b'you' b'are' b'a' b'asshole.' b'please' b'go' b'fuck'
4591,"b'user' b'more' b'propaganda' b'from' b'#palestine' b'-' b'this' b'time' b'videos' b'on' b'""how' b'to' b'properly' b'stab' b'a'"
4592,b'#mizzou:' b'body' b'cam' b'reveals' b'black' b'students' b'threatening' b'white' b'frat'
4593,b'user' b'#allahsoil' b'vps' b'got' b'multi-million' b'dollar' b'bonuses' b'while' b'average' b'americans' b'lost' b'their'
4594,"b'user' b'no' b'it' b""doesn't,"" b'germans,' b'even' b'fascists' b'rape' b'too.' b'so' b'how' b'should' b'help?' b'user'"
4595,b'user' b'2016' b'-' b'the' b'year'
4596,"b'#rohingya' b'muslims' b'toured' b'by' b'officials' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xa2' b""#myanmar's"" b'user' b'and' b'her'"
4597,"b'user' b'user' b'user' b'why?' b""it's"" b'gonna' b'suck' b'-' b'no' b'one' b'wants' b'anything' b'to' b'do' b'with' b'this'"
4598,"b'user' b'pastor' b'maimane' b""won't"" b'respond' b'to' b'that,zille' b'is' b'his' b'boss' b'and' b'she' b'literally' b'made' b'him.he' b'will' b'kiss' b'his' b'job' b'goodbye'"
4599,b'user' b'just' b'asking....oh' b'and' b'of' b'course' b'black' b'people' b'can' b'be' b'racist.' b'that' b'belief' b'in' b'itself' b'is' b'superior' b'and' b'by' b'definition' b'is'
4600,b'user' b'you' b'win' b'douchelord' b'#2' b'of' b'the' b'year.' b'good'
4601,"b'user' b'#allahsoil' b'stones' b'and' b'humans' b'are' b'different,' b'but' b'to' b'gravity' b'there\xc3\xa2\xc2\x80\xc2\x99s' b'no'"
4602,b'user' b'racial' b'profiling' b'by' b'user' b'in' b'cologne.' b'such'
4603,b'user' b'user' b'lock' b'the'
4604,"b'user' b'engagement' b'to' b'a' b'white' b'.' b'after' b'he' b'calls' b'her' b'a' b'nig$a,' b'it' b'will' b'be' b'over!'"
4605,b'(only)' b'black' b'lives' b'matter' b'also' b'closely' b'affiliated' b'with' b'and' b'suppoed' b'by' b'workers' b'world' b'pay' b'and' b'other' b'communist'
4606,"b'fuck' b'off,' b""we're"" b'full.' b'#outrage'"
4607,b'user' b'#blacklivesmatter' b'#aryanbrotherhood' b'##kkk' b'#whiterace' b'#alexjones' b'jews'
4608,"b'who' b'had' b'that' b'4' b'#blackpeople' b'beat' b'up' b'a' b'#whiteperson' b'so' b""isn't"" b'that' b'?' b'no,' b'3' b'bp' b'might' b'make' b'it' b'2' b'cou' b'alive' b'but' b'serve' b'life' b'somehow.'"
4609,"b'this' b'really' b'is' b'some' b'lovely' b'company' b'you' b'have' b'there,' b'petous' b'and' b'user' b'well'"
4610,b'user' b'how' b'does' b'it' b'feel' b'to' b'be' b'most' b'hated' b'potus'
4611,b'user' b'twitter' b'is' b'full' b'of' b'vile' b'#altright' b'#homophobic' b'#theistic' b'#trolls' b'but' b'man' b'does' b'it' b'give' b'me' b'the' b'juice'
